P,0,13,1.05796,0.00641006,-0.0120541,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,13,20,1.01126,0.0228091,0.0145723,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,20,29,1.01502,0.00308187,0.0484203,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,29,36,0.923507,0.0124417,-0.0112175,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,36,42,0.974229,0.00152752,-1.60164,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,42,47,1.00187,0.0111455,-0.0112603,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,47,54,0.998311,-0.00536477,0.0263395,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,54,59,1.00388,-0.0220559,-0.0159844,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,59,62,0.951504,-0.000723538,0.0134033,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,62,69,1.05056,-0.0089902,-1.61873,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,69,75,1.06699,0.00351762,-0.0175222,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,75,82,1.03896,0.00905164,0.00358536,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,82,87,0.925101,0.00590069,0.0427111,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,87,92,0.965952,-0.0146351,-0.0326752,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,92,99,0.939971,0.00430125,1.54821,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,99,105,1.06988,0.00185722,-0.000458412,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,105,107,0.969065,0.00457237,-0.0498258,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,107,114,0.988324,-0.00508969,-0.0210951,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,114,121,1.04246,0.00730419,-0.0458005,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,121,127,1.06586,-0.00821265,-1.52609,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,127,132,0.982002,-0.012228,0.0533287,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,132,137,0.96821,-0.0133178,0.026712,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,137,143,1.03521,0.00999989,0.0561977,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,143,148,1.01713,-0.000344107,0.00215783,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,148,155,1.03738,0.00689064,-1.56313,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,155,161,1.00771,-0.0125968,-0.0396144,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,161,166,1.03046,-0.000741548,0.0612086,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,166,171,1.05785,-0.00217717,-0.0692944,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,171,178,1.05465,-0.0252012,0.0257864,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,178,184,1.05594,0.0168695,1.55552,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,184,186,0.95561,0.0158709,-0.0374459,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,186,191,0.936985,0.00233092,-0.0280808,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,191,197,0.969527,0.00565433,-0.030308,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,197,205,0.938174,0.0184123,-0.0102621,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,205,211,1.02746,-0.0103211,-1.60499,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,211,216,0.951845,-0.00698245,0.0034913,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,216,222,0.999733,-0.0182092,0.0208945,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,222,228,0.842161,0.00665212,-0.0413603,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,228,230,1.05687,-0.0086925,-0.000482607,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
P,230,236,0.973695,0.00505232,1.56437,400.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,820.702
