P,2,3,0.203061,-0.001847,-0.009709,100.722,-8.45276,-5.27163,-8.45276,244.779,121.464,-5.27163,121.464,172.56
P,3,4,0.113473,0.11748,-0.015979,98.1821,-1.10118,-0.016922,-1.10118,278.826,-0.687814,-0.016922,-0.687814,99.8827
P,8,9,0.297025,-0.003311,-0.010693,103.96,-24.9571,-15.0602,-24.9571,231.34,105.888,-15.0602,105.888,161.114
P,9,10,0.12014,-0.001867,-0.022001,103.88,-23.2688,-14.4024,-23.2688,213.599,93.8453,-14.4024,93.8453,153.891
P,14,15,0.347483,-0.008592,0.000615,104.559,-23.3782,-11.3704,-23.3782,191.663,57.8451,-11.3704,57.8451,125.815
P,15,16,0.358208,-0.002585,0.038471,104.299,-20.8085,-9.13419,-20.8085,173.057,47.396,-9.13419,47.396,120.972
P,17,18,0.172604,-0.002949,-0.036873,101.686,-7.20416,-5.04339,-7.20416,178.203,56.8855,-5.04339,56.8855,126.764
P,0,1,0.169012,-0.004462,-0.02618,100.825,-8.96489,-6.24954,-8.96489,274.28,138.622,-6.24954,138.622,181.303
P,1,2,0.376014,-0.005076,0.007743,101.16,-12.3395,-6.54908,-12.3395,266.502,131.12,-6.54908,131.12,175.83
P,5,6,-0.12184,0.000224,0.012291,103.313,-22.4288,-14.8204,-22.4288,234.104,115.877,-14.8204,115.877,170.714
P,6,7,0.415562,-0.010004,-0.028146,102.152,-18.2563,-11.69,-18.2563,231.262,110.366,-11.69,110.366,165.821
P,18,19,0.302977,-0.008281,-0.024582,102.817,-10.6079,-5.11974,-10.6079,166.379,39.2943,-5.11974,39.2943,114.864
P,12,13,0.350641,-0.003349,-0.003564,105.611,-27.9958,-15.7836,-27.9958,200.322,79.5902,-15.7836,79.5902,142.046
P,4,5,0.417069,-0.009224,-0.049164,101.706,-15.3161,-10.5775,-15.3161,241.191,118.795,-10.5775,118.795,170.806
P,16,17,0.348799,0.070916,0.081489,103.583,-12.7127,-8.15028,-12.7127,170.054,45.3935,-8.15028,45.3935,122.298
P,7,8,0.360084,-0.008754,-0.010693,103.735,-24.5246,-15.5122,-24.5246,234.721,112.96,-15.5122,112.96,167.854
P,340,341,0.119865,0.000601,0.014873,104.115,-6.00389,-4.88807,-6.00389,153.336,55.6599,-4.88807,55.6599,132.802
P,10,11,0.357964,-0.006481,-0.036873,104.96,-27.0242,-16.348,-27.0242,211.445,89.8319,-16.348,89.8319,149.465
P,11,12,-0.109933,0.000227,0.006145,106.635,-28.466,-17.0414,-28.466,199.305,82.3352,-17.0414,82.3352,145.502
P,13,14,0.177999,-0.000448,0.005162,105.153,-26.4995,-15.004,-26.4995,195.392,72.7501,-15.004,72.7501,138.104
P,19,20,0.349764,0.041895,0.2044,103.166,-10.4378,-5.88755,-10.4378,159.316,41.6687,-5.88755,41.6687,119.627
P,266,267,0.304296,-0.007691,-0.044002,101.281,1.73403,0.693565,1.73403,214.391,85.7884,0.693565,85.7884,141.302
P,264,265,0.465203,0.006577,0.02618,101.133,-0.525318,-0.806388,-0.525318,211.052,84.6876,-0.806388,84.6876,142.321
P,20,21,0.233376,-0.001201,-0.009709,103.608,8.62489,2.48831,8.62489,162.56,40.6018,2.48831,40.6018,120.18
P,24,25,0.351971,-0.00383,-0.000983,109.951,14.8328,11.3584,14.8328,136.76,26.8266,11.3584,26.8266,122.275
P,26,27,0.352466,-0.009559,-0.046583,112.173,17.2742,18.0035,17.2742,122.288,9.29291,18.0035,9.29291,123.603
P,23,24,0.353526,-0.012634,-0.035276,106.001,11.854,5.09402,11.854,155.731,29.7071,5.09402,29.7071,117.555
P,25,26,0.351084,0.002218,0.022616,110.37,10.9673,16.3501,10.9673,122.894,13.4765,16.3501,13.4765,125.335
P,27,28,0.329467,-0.006775,-0.004548,111.456,20.2664,13.7215,20.2664,124.887,4.59691,13.7215,4.59691,116.614
P,29,30,0.354604,-0.007466,-0.016839,112.82,22.4364,0.587213,22.4364,122.891,-3.71884,0.587213,-3.71884,109.305
P,267,268,0.400659,-0.00471,-0.033309,102.893,-7.00964,-4.9858,-7.00964,199.623,76.0666,-4.9858,76.0666,139.333
P,28,29,0.35055,0.002219,0.03331,111.737,20.9751,7.01145,20.9751,124.348,-0.23094,7.01145,-0.23094,111.14
P,276,277,0.371424,-0.015491,-0.062439,107.299,9.14287,10.2337,9.14287,118.611,14.8161,10.2337,14.8161,123.624
P,30,31,0.3499,-0.010728,-0.046583,113.211,20.7683,0.313879,20.7683,121.34,-4.1382,0.313879,-4.1382,108.024
P,31,32,0.333415,-0.001644,0.023599,114.386,21.4605,0.947109,21.4605,120.742,-4.2293,0.947109,-4.2293,108.08
P,34,35,0.293151,-0.007246,-0.001966,107.397,10.3029,10.7375,10.3029,119.645,25.0397,10.7375,25.0397,121.409
P,32,33,0.279368,-0.082728,-0.78085,116.001,7.13692,24.5212,7.13692,107.656,1.31586,24.5212,1.31586,115.428
P,33,34,0.165481,0.001097,-0.008727,106.941,3.76579,9.26647,3.76579,124.658,26.3338,9.26647,26.3338,122.42
P,628,629,0.297913,0.007767,0.057891,108.714,-5.71735,-10.0417,-5.71735,134.373,30.8868,-10.0417,30.8868,116.063
P,610,611,0.18109,-0.005597,-0.069199,120.544,-6.39932,19.1677,-6.39932,109.954,4.21311,19.1677,4.21311,121.326
P,614,615,0.111892,-0.000378,0.011308,136.707,5.37061,46.0649,5.37061,106.824,14.1327,46.0649,14.1327,161.839
P,21,22,-0.117318,-0.001247,0.012291,103.357,6.42993,1.83741,6.42993,165.598,45.4708,1.83741,45.4708,122.944
P,22,23,0.349173,-0.007878,-0.040437,104.808,10.5726,3.94074,10.5726,157.008,39.5497,3.94074,39.5497,120.047
P,35,36,0.346831,0.000149,0.020034,106.304,9.83787,3.7113,9.83787,121.533,24.5668,3.7113,24.5668,117.0
P,38,39,0.35214,-0.001252,0.025197,106.272,9.18178,-0.530789,9.18178,132.627,24.5903,-0.530789,24.5903,113.669
P,37,38,0.060033,8.2e-05,0.0,108.177,10.0204,-1.60293,10.0204,125.97,28.0879,-1.60293,28.0879,119.822
P,36,37,0.350377,-0.00496,0.004179,106.206,10.5858,-1.11837,10.5858,124.548,24.5704,-1.11837,24.5704,113.525
P,53,54,0.057978,0.000712,-0.006146,105.272,-0.789867,-4.60623,-0.789867,132.523,49.9427,-4.60623,49.9427,160.816
P,54,55,0.355195,-0.009009,-0.02913,103.585,0.81486,-1.37287,0.81486,130.585,46.0221,-1.37287,46.0221,154.614
P,52,53,0.11456,-6e-06,0.0,103.425,-1.57044,-2.9167,-1.57044,138.06,53.9612,-2.9167,53.9612,161.451
P,55,56,0.348903,-0.010384,-0.012659,102.475,0.665344,2.51758,0.665344,125.362,31.3871,2.51758,31.3871,134.82
